step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,alpaca_val_loss,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
100,4.757349155768752,0.93,0.9650000000000001,1.0,1.3965792087326208,0.026004617805093794,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
200,4.8331988102197645,0.86,0.93,1.0,1.3796250764632718,0.026121633908977464,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.7,0.0,0.0,0.49,0.0,0.7,0.0,0.49,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.8,0.0,0.0,0.0,0.0,0.0
300,4.7733085875539105,0.88,0.89,1.0,1.3763314065129741,0.02134829149664646,0.0,0.0,0.0,0.0,0.48019999999999996,0.0,0.0,0.0,0.6859999999999999,0.0,0.0,0.48019999999999996,0.0,0.6859999999999999,0.0,0.48019999999999996,0.0,0.0,0.48019999999999996,0.0,0.0,0.3,0.0,0.8,0.0,0.0,0.3,0.0,0.7,0.0,0.0,0.294,0.0,0.0,0.0,0.3,0.0,0.0,0.294,0.0,0.7,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.6859999999999999,0.0,0.784,0.0,0.7,0.0,0.0,0.0
400,4.772798691814533,0.88,0.8733333333333334,1.0,1.3745319050088574,0.0185547275510284,0.0,0.7,0.0,0.0,0.47059599999999996,0.0,0.0,0.0,0.6722799999999999,0.0,0.0,0.47059599999999996,0.0,0.6722799999999999,0.7,0.47059599999999996,0.0,0.0,0.47059599999999996,0.7,0.0,0.294,0.0,0.784,0.0,0.0,0.294,0.0,0.8,0.7,0.0,0.28812,0.0,0.0,0.0,0.294,0.0,0.0,0.28812,0.0,0.6859999999999999,0.38416,0.0,0.8,0.0,0.0,0.7,0.0,0.6722799999999999,0.8,0.76832,0.8,0.6859999999999999,0.0,0.7,0.0
500,4.563956098151393,0.87,0.8766666666666666,1.0,1.373206586591065,0.014015439615052725,0.0,0.6859999999999999,0.0,0.0,0.46118407999999994,0.0,0.0,0.0,0.6588343999999998,0.0,0.0,0.46118407999999994,0.0,0.6,0.6859999999999999,0.46118407999999994,0.0,0.0,0.46118407999999994,0.7,0.0,0.28812,0.7,0.76832,0.0,0.0,0.7,0.0,0.784,0.6859999999999999,0.0,0.2823576,0.6,0.0,0.0,0.6,0.0,0.0,0.2823576,0.0,0.6722799999999999,0.3764768,0.0,0.8,0.6,0.0,0.6859999999999999,0.0,0.6588343999999998,0.784,0.7529536,0.784,0.6722799999999999,0.0,0.7,0.7
600,4.662275800216012,0.83,0.86,1.0,1.3713798791645437,0.013520023274135642,0.0,0.6722799999999999,0.0,0.0,0.4519603983999999,0.0,0.0,0.0,0.6456577119999998,0.0,0.5,0.4519603983999999,0.5,0.588,0.6722799999999999,0.4519603983999999,0.0,0.0,0.4519603983999999,0.6859999999999999,0.6,0.2823576,0.6859999999999999,0.7529536,0.0,0.7,0.6859999999999999,0.0,0.76832,0.6722799999999999,0.0,0.6,0.588,0.6,0.6,0.588,0.0,0.0,0.276710448,0.0,0.6588343999999998,0.368947264,0.0,0.8,0.7,0.0,0.6722799999999999,0.0,0.6456577119999998,0.76832,0.737894528,0.76832,0.6588343999999998,0.6,0.6859999999999999,0.6859999999999999
700,4.776144906203262,0.86,0.8533333333333334,1.0,1.3724063365294834,0.01219928270022917,0.0,0.6588343999999998,0.0,0.7,0.4429211904319999,0.8,0.0,0.0,0.6327445577599997,0.0,0.5,0.4429211904319999,0.49,0.57624,0.6588343999999998,0.4429211904319999,0.5,0.5,0.4429211904319999,0.6722799999999999,0.6,0.276710448,0.6722799999999999,0.737894528,0.5,0.6859999999999999,0.6722799999999999,0.0,0.7529536,0.6588343999999998,0.0,0.588,0.57624,0.588,0.7,0.57624,0.0,0.0,0.5,0.0,0.6456577119999998,0.36156831872,0.0,0.784,0.7,0.0,0.6588343999999998,0.0,0.6327445577599997,0.7529536,0.72313663744,0.7529536,0.6456577119999998,0.588,0.6722799999999999,0.6722799999999999
800,4.736386878201738,0.74,0.8099999999999999,1.0,1.3848485870814276,0.01034966082495105,0.4,0.6456577119999998,0.0,0.8,0.4340627666233599,0.784,0.0,0.0,0.6200896666047997,0.0,0.49,0.6,0.48019999999999996,0.5647152,0.6456577119999998,0.6,0.6,0.49,0.6,0.6588343999999998,0.7,0.27117623904,0.6588343999999998,0.72313663744,0.7,0.6722799999999999,0.6588343999999998,0.0,0.8,0.6456577119999998,0.0,0.57624,0.5647152,0.57624,0.6859999999999999,0.5647152,0.0,0.7,0.49,0.0,0.6327445577599997,0.3543369523456,0.0,0.76832,0.6859999999999999,0.0,0.6456577119999998,0.0,0.6200896666047997,0.737894528,0.7086739046912,0.737894528,0.6327445577599997,0.57624,0.6588343999999998,0.6588343999999998
900,4.694114042604342,0.79,0.7966666666666667,1.0,1.3723009171248515,0.00906817612953351,0.6,0.6327445577599997,0.0,0.784,0.4253815112908927,0.76832,0.0,0.2,0.6076878732727037,0.0,0.48019999999999996,0.588,0.47059599999999996,0.6,0.6327445577599997,0.588,0.588,0.48019999999999996,0.7,0.6456577119999998,0.6859999999999999,0.2657527142592,0.6456577119999998,0.7086739046912,0.6859999999999999,0.8,0.6456577119999998,0.4,0.784,0.6327445577599997,0.0,0.5647152,0.553420896,0.5647152,0.6722799999999999,0.553420896,0.4,0.8,0.48019999999999996,0.0,0.7,0.7,0.0,0.7529536,0.6722799999999999,0.0,0.6327445577599997,0.0,0.6076878732727037,0.72313663744,0.694500426597376,0.72313663744,0.6200896666047997,0.5647152,0.6456577119999998,0.6456577119999998
1000,4.824825202086941,0.84,0.79,1.0,1.3705346124615336,0.0068501165702140755,0.588,0.6200896666047997,0.0,0.76832,0.41687388106507484,0.7529536,0.0,0.196,0.7,0.7,0.47059599999999996,0.57624,0.46118407999999994,0.588,0.7,0.7,0.57624,0.47059599999999996,0.6859999999999999,0.6327445577599997,0.6722799999999999,0.26043765997401597,0.6327445577599997,0.694500426597376,0.6722799999999999,0.784,0.6327445577599997,0.392,0.76832,0.6200896666047997,0.0,0.553420896,0.54235247808,0.553420896,0.6588343999999998,0.54235247808,0.392,0.784,0.7,0.7,0.7,0.7,0.0,0.737894528,0.7,0.7,0.6200896666047997,0.0,0.5955341158072496,0.7086739046912,0.6806104180654284,0.7086739046912,0.6076878732727037,0.553420896,0.6327445577599997,0.6327445577599997
