step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,alpaca_val_loss,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
100,4.970215056203306,0.88,0.94,1.0,1.3567274192656342,0.02073637637658976,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,4.799663479400333,0.89,0.9233333333333333,1.0,1.3423309673007457,0.026852628939585493,0.0,0.0,0.392,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.588,0.8,0.0,0.7,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.588,0.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0
300,4.5989363877027065,0.86,0.8766666666666666,1.0,1.3339798694411507,0.02087421898613684,0.0,0.0,0.38416,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784,0.57624,0.784,0.6,0.8,0.76832,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6859999999999999,0.6859999999999999,0.0,0.0,0.76832,0.0,0.0,0.8,0.0,0.7,0.0,0.8,0.784,0.0,0.0,0.57624,0.784,0.0,0.6859999999999999,0.0,0.0,0.0,0.0,0.0,0.6859999999999999,0.0,0.0,0.0,0.7
400,4.9667176851630215,0.88,0.8766666666666666,1.0,1.3380533321767598,0.017259885486315137,0.0,0.0,0.3764768,0.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5647152,0.8,0.8,0.8,0.7529536,0.0,0.0,0.6859999999999999,0.0,0.0,0.0,0.0,0.0,0.588,0.8,0.6722799999999999,0.6722799999999999,0.0,0.0,0.7529536,0.0,0.0,0.784,0.8,0.6859999999999999,0.0,0.8,0.8,0.0,0.0,0.5647152,0.76832,0.7,0.6722799999999999,0.7,0.0,0.0,0.0,0.0,0.6722799999999999,0.0,0.0,0.0,0.6859999999999999
500,4.959383530486375,0.88,0.8733333333333334,1.0,1.336940265279939,0.01631295437774887,0.0,0.0,0.368947264,0.76832,0.0,0.8,0.8,0.0,0.8,0.0,0.0,0.784,0.553420896,0.784,0.784,0.784,0.737894528,0.0,0.6,0.6722799999999999,0.5,0.0,0.0,0.0,0.0,0.57624,0.784,0.6588343999999998,0.6588343999999998,0.0,0.0,0.8,0.7,0.0,0.76832,0.784,0.6722799999999999,0.0,0.784,0.784,0.4,0.0,0.553420896,0.7529536,0.6859999999999999,0.6588343999999998,0.6859999999999999,0.0,0.0,0.0,0.6,0.6588343999999998,0.0,0.0,0.5,0.6722799999999999
600,4.699832368581556,0.87,0.8766666666666666,1.0,1.3368372230588208,0.011888607831289326,0.0,0.0,0.36156831872,0.7529536,0.0,0.784,0.784,0.7,0.784,0.0,0.0,0.76832,0.54235247808,0.8,0.76832,0.76832,0.72313663744,0.0,0.8,0.6588343999999998,0.7,0.0,0.0,0.0,0.7,0.5647152,0.76832,0.6456577119999998,0.6456577119999998,0.0,0.0,0.784,0.8,0.0,0.7529536,0.76832,0.6588343999999998,0.0,0.76832,0.76832,0.7,0.0,0.54235247808,0.737894528,0.6722799999999999,0.6456577119999998,0.6722799999999999,0.0,0.0,0.0,0.588,0.8,0.0,0.7,0.7,0.6588343999999998
700,4.828626713175327,0.9,0.8833333333333333,1.0,1.3308829588221198,0.008596608548292093,0.0,0.0,0.6,0.737894528,0.7,0.8,0.76832,0.6859999999999999,0.76832,0.0,0.6,0.7529536,0.5315054285184,0.784,0.7529536,0.7529536,0.7086739046912,0.0,0.784,0.6456577119999998,0.6859999999999999,0.0,0.6,0.0,0.7,0.553420896,0.7529536,0.6327445577599997,0.6327445577599997,0.6,0.0,0.76832,0.784,0.0,0.737894528,0.7529536,0.6456577119999998,0.7,0.7529536,0.7529536,0.6859999999999999,0.7,0.5315054285184,0.72313663744,0.6588343999999998,0.8,0.6588343999999998,0.0,0.0,0.0,0.57624,0.784,0.0,0.6859999999999999,0.6859999999999999,0.6456577119999998
800,4.929796395227313,0.88,0.8833333333333333,1.0,1.3302599618678126,0.008557429233665712,0.0,0.0,0.588,0.72313663744,0.8,0.784,0.7529536,0.6722799999999999,0.7529536,0.0,0.588,0.737894528,0.5208753199480319,0.76832,0.737894528,0.737894528,0.694500426597376,0.0,0.76832,0.6327445577599997,0.6722799999999999,0.0,0.588,0.0,0.6859999999999999,0.54235247808,0.737894528,0.7,0.6200896666047997,0.7,0.7,0.7529536,0.76832,0.0,0.72313663744,0.8,0.6327445577599997,0.6859999999999999,0.737894528,0.737894528,0.6722799999999999,0.8,0.5208753199480319,0.8,0.6456577119999998,0.8,0.6456577119999998,0.7,0.0,0.7,0.5647152,0.76832,0.0,0.6722799999999999,0.6722799999999999,0.6327445577599997
900,4.754310467873001,0.88,0.8866666666666667,1.0,1.3366582351513467,0.00945693878540104,0.0,0.0,0.57624,0.7086739046912,0.784,0.76832,0.737894528,0.6588343999999998,0.737894528,0.7,0.57624,0.72313663744,0.5104578135490713,0.7529536,0.72313663744,0.72313663744,0.6806104180654284,0.0,0.7529536,0.75,0.6588343999999998,0.7,0.57624,0.6,0.6722799999999999,0.5315054285184,0.72313663744,0.6859999999999999,0.6076878732727037,0.75,0.6859999999999999,0.737894528,0.7529536,0.0,0.7086739046912,0.784,0.6200896666047997,0.75,0.72313663744,0.72313663744,0.6588343999999998,0.8,0.5104578135490713,0.784,0.6327445577599997,0.784,0.6327445577599997,0.8,0.0,0.75,0.553420896,0.8,0.0,0.6588343999999998,0.6588343999999998,0.6200896666047997
1000,4.963125348999165,0.82,0.86,1.0,1.327748075008987,0.008219716806447,0.0,0.0,0.5647152,0.694500426597376,0.76832,0.85,0.72313663744,0.6456577119999998,0.72313663744,0.6859999999999999,0.5647152,0.7086739046912,0.5002486572780899,0.85,0.8,0.7086739046912,0.6669982097041198,0.0,0.737894528,0.735,0.6456577119999998,0.6859999999999999,0.5647152,0.588,0.75,0.5208753199480319,0.7086739046912,0.6722799999999999,0.5955341158072496,0.85,0.6722799999999999,0.72313663744,0.737894528,0.8,0.694500426597376,0.76832,0.6076878732727037,0.8,0.7086739046912,0.8,0.6456577119999998,0.85,0.7,0.76832,0.6200896666047997,0.76832,0.6200896666047997,0.784,0.0,0.735,0.54235247808,0.784,0.0,0.6456577119999998,0.6456577119999998,0.6076878732727037
