step,train_loss,refusal_rate,refusal_rate_smoothed,baseline_refusal_rate,gsm8k_accuracy,mean_alignment,lambda_layer_model.layers.0.self_attn.q_proj,lambda_layer_model.layers.0.self_attn.v_proj,lambda_layer_model.layers.1.self_attn.q_proj,lambda_layer_model.layers.1.self_attn.v_proj,lambda_layer_model.layers.2.self_attn.q_proj,lambda_layer_model.layers.2.self_attn.v_proj,lambda_layer_model.layers.3.self_attn.q_proj,lambda_layer_model.layers.3.self_attn.v_proj,lambda_layer_model.layers.4.self_attn.q_proj,lambda_layer_model.layers.4.self_attn.v_proj,lambda_layer_model.layers.5.self_attn.q_proj,lambda_layer_model.layers.5.self_attn.v_proj,lambda_layer_model.layers.6.self_attn.q_proj,lambda_layer_model.layers.6.self_attn.v_proj,lambda_layer_model.layers.7.self_attn.q_proj,lambda_layer_model.layers.7.self_attn.v_proj,lambda_layer_model.layers.8.self_attn.q_proj,lambda_layer_model.layers.8.self_attn.v_proj,lambda_layer_model.layers.9.self_attn.q_proj,lambda_layer_model.layers.9.self_attn.v_proj,lambda_layer_model.layers.10.self_attn.q_proj,lambda_layer_model.layers.10.self_attn.v_proj,lambda_layer_model.layers.11.self_attn.q_proj,lambda_layer_model.layers.11.self_attn.v_proj,lambda_layer_model.layers.12.self_attn.q_proj,lambda_layer_model.layers.12.self_attn.v_proj,lambda_layer_model.layers.13.self_attn.q_proj,lambda_layer_model.layers.13.self_attn.v_proj,lambda_layer_model.layers.14.self_attn.q_proj,lambda_layer_model.layers.14.self_attn.v_proj,lambda_layer_model.layers.15.self_attn.q_proj,lambda_layer_model.layers.15.self_attn.v_proj,lambda_layer_model.layers.16.self_attn.q_proj,lambda_layer_model.layers.16.self_attn.v_proj,lambda_layer_model.layers.17.self_attn.q_proj,lambda_layer_model.layers.17.self_attn.v_proj,lambda_layer_model.layers.18.self_attn.q_proj,lambda_layer_model.layers.18.self_attn.v_proj,lambda_layer_model.layers.19.self_attn.q_proj,lambda_layer_model.layers.19.self_attn.v_proj,lambda_layer_model.layers.20.self_attn.q_proj,lambda_layer_model.layers.20.self_attn.v_proj,lambda_layer_model.layers.21.self_attn.q_proj,lambda_layer_model.layers.21.self_attn.v_proj,lambda_layer_model.layers.22.self_attn.q_proj,lambda_layer_model.layers.22.self_attn.v_proj,lambda_layer_model.layers.23.self_attn.q_proj,lambda_layer_model.layers.23.self_attn.v_proj,lambda_layer_model.layers.24.self_attn.q_proj,lambda_layer_model.layers.24.self_attn.v_proj,lambda_layer_model.layers.25.self_attn.q_proj,lambda_layer_model.layers.25.self_attn.v_proj,lambda_layer_model.layers.26.self_attn.q_proj,lambda_layer_model.layers.26.self_attn.v_proj,lambda_layer_model.layers.27.self_attn.q_proj,lambda_layer_model.layers.27.self_attn.v_proj
100,1.560150295868516,0.97,0.985,1.0,0.49,0.023519135446154645,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
200,1.4620137694478035,0.99,0.9866666666666667,1.0,0.48,0.02038684408346723,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.49,0.0,0.0
300,1.3892360235378147,0.94,0.9666666666666667,1.0,0.48,0.02176691044587642,0.0,0.0,0.0,0.5,0.196,0.5,0.49,0.0,0.49,0.0,0.0,0.48019999999999996,0.2,0.48019999999999996,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.48019999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.49,0.0,0.48019999999999996,0.2,0.0
400,1.4090436001867055,0.94,0.9566666666666667,1.0,0.495,0.019328706519445404,0.0,0.0,0.0,0.5,0.19208,0.49,0.48019999999999996,0.0,0.48019999999999996,0.0,0.5,0.3,0.3,0.47059599999999996,0.0,0.0,0.0,0.0,0.0,0.19208,0.0,0.47059599999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.48019999999999996,0.0,0.47059599999999996,0.196,0.2
500,1.3992269791290164,0.94,0.94,1.0,0.495,0.0177517250870421,0.0,0.0,0.6,0.7,0.1882384,0.48019999999999996,0.47059599999999996,0.0,0.47059599999999996,0.0,0.49,0.6,0.7,0.46118407999999994,0.0,0.0,0.0,0.6,0.0,0.1882384,0.0,0.46118407999999994,0.0,0.0,0.0,0.6,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1882384,0.196,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.19208,0.47059599999999996,0.0,0.46118407999999994,0.19208,0.7
600,1.402211385294795,0.96,0.9466666666666667,1.0,0.475,0.013261023343407683,0.0,0.0,0.588,0.6859999999999999,0.184473632,0.47059599999999996,0.7,0.0,0.46118407999999994,0.6,0.48019999999999996,0.588,0.6859999999999999,0.4519603983999999,0.0,0.6,0.7,0.588,0.6,0.184473632,0.0,0.4519603983999999,0.0,0.0,0.6,0.7,0.0,0.6859999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6859999999999999,0.0,0.6,0.0,0.184473632,0.19208,0.0,0.6859999999999999,0.6,0.0,0.7,0.0,0.0,0.0,0.1882384,0.46118407999999994,0.0,0.4519603983999999,0.1882384,0.6859999999999999
700,1.3882131702452898,0.93,0.9433333333333334,1.0,0.505,0.009167772227166486,0.0,0.0,0.57624,0.6722799999999999,0.18078415936,0.46118407999999994,0.6859999999999999,0.0,0.4519603983999999,0.588,0.47059599999999996,0.57624,0.6722799999999999,0.4429211904319999,0.0,0.588,0.6859999999999999,0.57624,0.588,0.18078415936,0.0,0.4429211904319999,0.0,0.0,0.588,0.6859999999999999,0.0,0.7,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.5,0.6722799999999999,0.5,0.588,0.0,0.4,0.1882384,0.6,0.6722799999999999,0.588,0.0,0.8,0.0,0.0,0.5,0.184473632,0.4519603983999999,0.0,0.4429211904319999,0.5,0.6722799999999999
800,1.381180341169238,0.9,0.93,1.0,0.435,0.0072821016198888954,0.0,0.0,0.5647152,0.6588343999999998,0.1771684761728,0.4519603983999999,0.6722799999999999,0.0,0.4429211904319999,0.57624,0.7,0.5647152,0.6588343999999998,0.7,0.0,0.8,0.6722799999999999,0.5647152,0.57624,0.7,0.0,0.7,0.0,0.0,0.57624,0.6722799999999999,0.0,0.6859999999999999,0.0,0.0,0.0,0.0,0.588,0.8,0.7,0.49,0.6588343999999998,0.49,0.57624,0.0,0.7,0.184473632,0.8,0.6588343999999998,0.57624,0.0,0.784,0.0,0.0,0.49,0.6,0.4429211904319999,0.0,0.4340627666233599,0.49,0.6588343999999998
900,1.3943263337761165,0.93,0.92,1.0,0.485,0.006906353515140446,0.0,0.6,0.553420896,0.6456577119999998,0.173625106649344,0.4429211904319999,0.8,0.0,0.4340627666233599,0.7,0.6859999999999999,0.553420896,0.6456577119999998,0.6859999999999999,0.7,0.784,0.6588343999999998,0.553420896,0.5647152,0.6859999999999999,0.0,0.6859999999999999,0.0,0.7,0.5647152,0.8,0.7,0.6722799999999999,0.0,0.0,0.0,0.0,0.57624,0.784,0.6859999999999999,0.48019999999999996,0.6456577119999998,0.48019999999999996,0.5647152,0.0,0.6859999999999999,0.18078415936,0.784,0.8,0.5647152,0.0,0.76832,0.0,0.6,0.48019999999999996,0.588,0.4340627666233599,0.0,0.4253815112908927,0.8,0.6456577119999998
1000,1.3657461252063512,0.9,0.91,1.0,0.485,0.005937347733249355,0.7,0.7,0.54235247808,0.6327445577599997,0.1701526045163571,0.4340627666233599,0.784,0.7,0.4253815112908927,0.7,0.6722799999999999,0.54235247808,0.6327445577599997,0.7,0.6859999999999999,0.8,0.6456577119999998,0.54235247808,0.553420896,0.6722799999999999,0.0,0.6722799999999999,0.7,0.6859999999999999,0.553420896,0.784,0.6859999999999999,0.8,0.0,0.0,0.0,0.7,0.5647152,0.76832,0.7,0.47059599999999996,0.6327445577599997,0.47059599999999996,0.553420896,0.0,0.6722799999999999,0.1771684761728,0.76832,0.784,0.553420896,0.0,0.7529536,0.0,0.588,0.47059599999999996,0.57624,0.4253815112908927,0.0,0.41687388106507484,0.784,0.6327445577599997
